STATUS,unique_id,title,meets_inclusion_criteria,source,professional_medical_society_code,professional_medical_society,link,publication_reaffirmation_date,year,doi
Published,1824,Physical therapy evaluation and treatment after concussion/mild traumatic brain injury.,TRUE,"Quatman-Yates CC, Hunter-Giordano A, Shimamura KK, Landel R, Alsalaheen BA, Hanke TA, McCulloch KL. Physical therapy evaluation and treatment after concussion/mild traumatic brain injury. J Orthop Sports Phys Ther. 2020 Apr;50(4) CPG1-CPG73. [PubMed](https //pubmed.ncbi.nlm.nih.gov/32241234/  PubMed )","[ad7fb72b3cbdc54b1d029802783b1a14,]","[Academy of Orthopaedic Physical Therapy, APTA, ]",https //www.jospt.org/doi/pdf/10.2519/jospt.2020.0301,2020 Apr,2020,10.2519/jospt.2020.0301
Published,1828,"Management of hereditary breast cancer  ASCO, ASTRO, and SSO guideline.",TRUE,"Tung NM, Boughey JC, Pierce LJ, Robson ME, Bedrosian I, Dietz JR, Dragun A, Gelpi JB, Hofstatter EW, Isaacs CJ, Jatoi I, Kennedy E, Litton JK, Mayr NA, Qamar RD, Trombetta MG, Harvey BE, Somerfield MR, Zakalik D. Management of hereditary breast cancer  American Society of Clinical Oncology, American Society for Radiation Oncology, and Society of Surgical Oncology guideline. J Clin Oncol. 2020 Jun 20;38(18) 2080-2106.  [132 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32243226/  PubMed )","[bf17f896c77a487a7a7e9d170ffc169c,1aacca3b799e8e9d631dba63152adefb,46984fdb8fc95dc8d3664eb15d2fdab2,]","[American Society of Clinical Oncology (ASCO), American Society for Radiation Oncology (ASTRO), Society of Surgical Oncology (SSO), ]",https //ascopubs.org/doi/pdf/10.1200/JCO.20.00299,2020 Jun 20,2020,10.1200/JCO.20.00299
Published,1829,Clinical practice guideline  Ménière s disease.,TRUE,"Basura GJ, Adams ME, Monfared A, Schwartz SR, Antonelli PJ, Burkard R, Bush ML, Bykowski J, Colandrea M, Derebery J, Kelly EA, Kerber KA, Koopman CF, Kuch AA, Marcolini E, McKinnon BJ, Ruckenstein MJ, Valenzuela CV, Vosooney A, Walsh SA, Nnacheta LC, Dhepyasuwan N, Buchanan EM. Clinical practice guideline  Ménière s disease. Otolaryngol Head Neck Surg. 2020 Apr;162(2_suppl) S1-S55.  [398 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32267799/  PubMed )","[dfdeeb39488e197cbef029578c4261a6,]","[American Academy of Otolaryngology - Head and Neck Surgery Foundation (AAO-HNSF), ]",https //journals.sagepub.com/doi/pdf/10.1177/0194599820909438,2020 Apr,2020,10.1177/0194599820909438
Published,1831,Mechanical thrombectomy in the era of the COVID-19 pandemic  emergency preparedness for neuroscience teams  a guidance statement from the Society of Vascular and Interventional Neurology.,FALSE,"Nguyen TN, Abdalkader M, Jovin TG, Nogueira RG, Jadhav AP, Haussen DC, Hassan AE, Novakovic R, Sheth SA, Ortega-Gutierrez S, Panagos PD, Cordina SM, Linfante I, Mansour OY, Malik AM, Narayanan A, Masoud HE, Hsiang-Yi Chou S, Khatri R, Janardhan V, Yavagal DR, Zaidat OO, Greer DM, Liebeskind DS. Mechanical thrombectomy in the era of the COVID-19 pandemic  emergency preparedness for neuroscience teams  a guidance statement from the Society of Vascular and Interventional Neurology. Stroke. 2020 Jun;51(6) 1896-1901.  [22 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32347790/  PubMed )","[262fdabdc7f40beab6bbdd2a14de9727,]","[Society of Vascular and Interventional Neurology (SVIN), ]",https //www.ahajournals.org/doi/pdf/10.1161/STROKEAHA.120.030100,2020 Jun,2020,10.1161/STROKEAHA.120.030100
Published,1833,Guidelines for the management of diabetes in care homes during the COVID-19 pandemic.,FALSE,"Sinclair A, Dhatariya K, Burr O, Nagi D, Higgins K, Hopkins D, Patel M, Kar P, Gooday C, Howarth D, Abdelhafiz A, Newland-Jones A, O Neill S. Guidelines for the management of diabetes in care homes during the COVID-19 pandemic. Diabet Med. 2020 Jul;37(7) 1090-1093.  [11 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32369634/  PubMed )","[7HYMpK1umbek3dVOFIGonj,]","[Diabetes UK, ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/dme.14317,2020 Jul,2020,10.1111/dme.14317
Published,1835,Germline and somatic tumor testing in epithelial ovarian cancer.,TRUE,"Konstantinopoulos PA, Norquist B, Lacchetti C, Armstrong D, Grisham RN, Goodfellow PJ, Kohn EC, Levine DA, Liu JF, Lu KH, Sparacio D, Annunziata CM. Germline and somatic tumor testing in epithelial ovarian cancer  ASCO guideline. J Clin Oncol. 2020 Apr 10;38(11) 1222-1245.  [114 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/31986064/  PubMed )","[bf17f896c77a487a7a7e9d170ffc169c,]","[American Society of Clinical Oncology (ASCO), ]",https //ascopubs.org/doi/pdf/10.1200/JCO.19.02960,2020 Apr 10,2020,10.1200/JCO.19.02960
Published,1841,American College of Rheumatology guidance for the management of pediatric rheumatic disease during the COVID-19 pandemic  version 2.,FALSE,"Wahezi DM, Lo MS, Rubinstein TB, Ringold S, Ardoin SP, Downes KJ, Jones KB, Laxer RM, Madan RP, Mudano AS, Turner AS, Karp DR, Mehta JJ. American College of Rheumatology guidance for the management of pediatric rheumatic disease during the COVID-19 pandemic  version 2. Arthritis Rheumatol. 2021 Aug;73(8) e46-e59.  [114 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/34114365/  PubMed )","[72e00650628391a3c0f29a5fc554534f,]","[American College of Rheumatology (ACR), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1002/art.41772,2021 Aug,2021,10.1002/art.41772
Published,1842,American College of Rheumatology clinical guidance for multisystem inflammatory syndrome in children associated with SARS-CoV-2 and hyperinflammation in pediatric COVID-19  version 3.,FALSE,"Henderson LA, Canna SW, Friedman KG, Gorelik M, Lapidus SK, Bassiri H, Behrens EM, Kernan KF, Schulert GS, Seo P, Son MBF, Tremoulet AH, VanderPluym C, Yeung RSM, Mudano AS, Turner AS, Karp DR, Mehta JJ. American College of Rheumatology clinical guidance for multisystem inflammatory syndrome in children associated with SARS-CoV-2 and hyperinflammation in pediatric COVID-19  version 3. Arthritis Rheumatol. 2022 Apr;74(4) e1-e20.  [133 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/35118829/  PubMed )","[72e00650628391a3c0f29a5fc554534f,]","[American College of Rheumatology (ACR), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1002/art.42062,2022 Apr,2022,10.1002/art.42062
Published,1853,Management of cancer cachexia.,TRUE,"Roeland EJ, Bohlke K, Baracos VE, Bruera E, Del Fabbro E, Dixon S, Fallon M, Herrstedt J, Lau H, Platek M, Rugo HS, Schnipper HH, Smith TJ, Tan W, Loprinzi CL. Management of cancer cachexia  ASCO guideline. J Clin Oncol. 2020 Jul 20;38(21) 2438-2453.  [125 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32432946/  PubMed )","[bf17f896c77a487a7a7e9d170ffc169c,]","[American Society of Clinical Oncology (ASCO), ]",https //ascopubs.org/doi/pdf/10.1200/JCO.20.00611,2020 Jul 20,2020,10.1200/JCO.20.00611
Published,1861,Initiating pharmacologic treatment in tobacco-dependent adults.,TRUE,"Leone FT, Zhang Y, Evers-Casey S, Evins AE, Eakin MN, Fathi J, Fennig K, Folan P, Galiatsatos P, Gogineni H, Kantrow S, Kathuria H, Lamphere T, Neptune E, Pacheco MC, Pakhale S, Prezant D, Sachs DPL, Toll B, Upson D, Xiao D, Cruz-Lopes L, Fulone I, Murray RL, O Brien KK, Pavalagantharajah S, Ross S, Zhang Y, Zhu M, Farber HJ. Initiating pharmacologic treatment in tobacco-dependent adults. An official American Thoracic Society clinical practice guideline. Am J Respir Crit Care Med. 2020 Jul 15;202(2) e5-e31.  [185 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32663106/  PubMed )","[93ade646aee991abbc3ff4557dbcad9b,]","[American Thoracic Society (ATS), ]",https //www.atsjournals.org/doi/pdf/10.1164/rccm.202005-1982ST,2020 Jul 15,2020,10.1164/rccm.202005-1982ST
Published,1865,Should clinicians use chloroquine or hydroxychloroquine alone or in combination with azithromycin for the prophylaxis or treatment of COVID-19? Living practice points from the American College of Physicians (version 1).,FALSE,"Qaseem A, Yost J, Etxeandia-Ikobaltzeta I, Miller MC, Abraham GM, Obley AJ, Forciea MA, Jokela JA, Humphrey LL. Should clinicians use chloroquine or hydroxychloroquine alone or in combination with azithromycin for the prophylaxis or treatment of COVID-19? Living practice points from the American College of Physicians (version 1). Ann Intern Med. 2020 Jul 21;173(2) 137-142.  [18 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32422063/  PubMed )","[0094f490fb06277603f1f3c9e429633b,]","[American College of Physicians (ACP), ]",https //www.acpjournals.org/doi/10.7326/M20-1998,2020 Jul 21,2020,10.7326/M20-1998
Published,1870,Diagnosis and management of squamous cell carcinoma of unknown primary in the head and neck.,TRUE,"Maghami E, Ismaila N, Alvarez A, Chernock R, Duvvuri U, Geiger J, Gross N, Haughey B, Paul D, Rodriguez C, Sher D, Stambuk HE, Waldron J, Witek M, Caudell J. Diagnosis and management of squamous cell carcinoma of unknown primary in the head and neck  ASCO guideline. J Clin Oncol. 2020 Aug 1;38(22) 2570-2596.  [178 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32324430/  PubMed )","[bf17f896c77a487a7a7e9d170ffc169c,]","[American Society of Clinical Oncology (ASCO), ]",https //ascopubs.org/doi/pdfdirect/10.1200/JCO.20.00275,2020 Aug 1,2020,10.1200/JCO.20.00275
Published,1879,Treatment of locally advanced esophageal carcinoma  ASCO guideline.,TRUE,"Shah MA, Kennedy EB, Catenacci DV, Deighton DC, Goodman KA, Malhotra NK, Willett C, Stiles B, Sharma P, Tang L, Wijnhoven BPL, Hofstetter WL. Treatment of locally advanced esophageal carcinoma  ASCO guideline. J Clin Oncol. 2020 Aug 10;38(23) 2677-2694.  [64 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32568633/  PubMed )","[bf17f896c77a487a7a7e9d170ffc169c,]","[American Society of Clinical Oncology (ASCO), ]",https //ascopubs.org/doi/pdf/10.1200/JCO.20.00866,2020 Aug 10,2020,10.1200/JCO.20.00866
Published,1886,Long-term noninvasive ventilation in chronic stable hypercapnic chronic obstructive pulmonary disease.,TRUE,"Macrea M, Oczkowski S, Rochwerg B, Branson RD, Celli B, Coleman 3rd JM, Hess DR, Knight SL, Ohar JA, Orr JE, Piper AJ, Punjabi NM, Rahangdale S, Wijkstra PJ, Yim-Yeh S, Drummond MB, Owens RL. Long-term noninvasive ventilation in chronic stable hypercapnic chronic obstructive pulmonary disease. An official American Thoracic Society clinical practice guideline. Am J Respir Crit Care Med. 2020 Aug 15;202(4) e74-e87.  [74 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32795139/  PubMed )","[93ade646aee991abbc3ff4557dbcad9b,]","[American Thoracic Society (ATS), ]",https //www.atsjournals.org/doi/pdf/10.1164/rccm.202006-2382ST,2020 Aug 15,2020,10.1164/rccm.202006-2382ST
Published,1888,Diagnosis of hypersensitivity pneumonitis in adults.,TRUE,"Raghu G, Remy-Jardin M, Ryerson CJ, Myers JL, Kreuter M, Vasakova M, Bargagli E, Chung JH, Collins BF, Bendstrup E, Chami HA, Chua AT, Corte TJ, Dalphin J-C, Danoff SK, Diaz-Mendoza J, Duggal A, Egashira R, Ewing T, Gulati M, Inoue Y, Jenkins AR, Johannson KA, Johkoh T, Tamae-Kakazu M, Kitaichi M, Knight SL, Koschel D, Lederer DJ, Mageto Y, Maier LA, Matiz C, Morell F, Nicholson AG, Patolia S, Pereira CA, Renzoni EA, Salisbury ML, Selman M, Walsh SLF, Wuyts WA, Wilson KC. Diagnosis of hypersensitivity pneumonitis in adults. An official ATS/JRS/ALAT clinical practice guideline. Am J Respir Crit Care Med. 2020 Aug 1;202(3) e36-e69.  [330 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32706311/  PubMed )","[93ade646aee991abbc3ff4557dbcad9b,606e2990bb31054210b914072e641aab,1gPTAvCWpRY1pBwWITFBh8,]","[American Thoracic Society (ATS), Japanese Respiratory Society (JRS), Asociación Latinoamericana del Tórax (ALAT), ]",https //www.atsjournals.org/doi/pdf/10.1164/rccm.202005-2032ST,2020 Aug 1,2020,10.1164/rccm.202005-2032ST
Published,1910,The American Psychiatric Association practice guideline for the treatment of patients with schizophrenia.,TRUE,American Psychiatric Association (APA). The American Psychiatric Association practice guideline for the treatment of patients with schizophrenia. Arlington (VA)  American Psychiatric Association (APA); 2021. 297 p.,"[f8fa1202fccf26d9f6fb3965d7b265a3,]","[American Psychiatric Association (APA), ]",https //psychiatryonline.org/doi/pdf/10.1176/appi.books.9780890424841,2021,2021,10.1176/appi.books.9780890424841
Published,1916,Clinical practice guideline for systemic antifungal prophylaxis in pediatric patients with cancer and hematopoietic stem-cell transplantation recipients.,TRUE,"Lehrnbecher T, Fisher BT, Phillips B, Beauchemin M, Carlesse F, Castagnola E, Duong N, Dupuis LL, Fioravantti V, Groll AH, Haeusler GM, Roilides E, Science M, Steinbach WJ, Tissing W, Warris A, Patel P, Robinson PD, Sung L. Clinical practice guideline for systemic antifungal prophylaxis in pediatric patients with cancer and hematopoietic stem-cell transplantation recipients. J Clin Oncol. 2020 Sep 20;38(27) 3205-3216.  [17 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32459599/  PubMed )","[889fb6e15fdccbd624fa35564f9edc4d,]","[Pediatric Oncology Group of Ontario (POGO), ]",https //ascopubs.org/doi/pdfdirect/10.1200/JCO.20.00158,2020 Sep 20,2020,10.1200/JCO.20.00158
Published,1922,"Collection and handling of thoracic small biopsy and cytology specimens for ancillary studies  guideline from the College of American Pathologists in collaboration with the American College of Chest Physicians, Association for Molecular Pathology, American Society of Cytopathology, American Thoracic Society, Pulmonary Pathology Society, Papanicolaou Society of Cytopathology, Society of Interventional Radiology, and Society of Thoracic Radiology.",FALSE,"Roy-Chowdhuri S, Dacic S, Ghofrani M, Illei PB, Layfield LJ, Lee C, Michael CW, Miller RA, Mitchell JW, Nikolic B, Nowak JA, Pastis Jr NJ, Rauch CA, Sharma A, Souter L, Billman BL, Thomas NE, VanderLaan PA, Voss JS, Wahidi MM, Yarmus LB, Gilbert BR. Collection and handling of thoracic small biopsy and cytology specimens for ancillary studies  guideline From the College of American Pathologists in collaboration with the American College of Chest Physicians, Association for Molecular Pathology, American Society of Cytopathology, American Thoracic Society, Pulmonary Pathology Society, Papanicolaou Society of Cytopathology, Society of Interventional Radiology, and Society of Thoracic Radiology. Arch Pathol Lab Med. 2020 Aug. 144 933-958.  [180 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32401054/  PubMed )","[c10dd406df8f472bf9ffa892331e3f65,559be959fc193f71f2a89514cbde82b0,ca43dbc5805494ac67238d6cb817b461,vw5c0YCCipMlhOp7JTz2I,93ade646aee991abbc3ff4557dbcad9b,5zzmssK2JMRsLsNYzXu4yH,5f4NRyMgWaUZgYHipySLya,b55055ee57524b2e10612a764b1a0d95,4d2mE2xCHCWWMAGcwAeGgO,]","[College of American Pathologists (CAP), American College of Chest Physicians (CHEST), Association for Molecular Pathology (AMP), American Society of Cytopathology (ASC), American Thoracic Society (ATS), Pulmonary Pathology Society (PPS), Papanicolaou Society of Cytopathology (PSC), Society of Interventional Radiology (SIR), Society of Thoracic Radiology (STR), ]",https //www.archivesofpathology.org/doi/pdf/10.5858/arpa.2020-0119-CP,2020 Aug,2020,10.5858/arpa.2020-0119-CP
Published,1924,"Scientific and Standardization Committee communication  clinical guidance on the diagnosis, prevention, and treatment of venous thromboembolism in hospitalized patients with COVID-19.",FALSE,"Spyropoulos AC, Levy JH, Ageno W, Connors JM, Hunt BJ, Iba T, Levi M, Samama CM, Thachil J, Giannis D, Douketis JD, Subcommittee on Perioperative, Critical Care Thrombosis, Haemostasis of the Scientific, Standardization Committee of the International Society on Thrombosis and Haemostasis. Scientific and Standardization Committee communication  clinical guidance on the diagnosis, prevention, and treatment of venous thromboembolism in hospitalized patients with COVID-19. J Thromb Haemost. 2020 Aug;18(8) 1859-1865.  [36 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32459046/  PubMed )","[739eRIDyaIrDYB8nxhCyQC,]","[International Society on Thrombosis and Haemostasis (ISTH), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1111/jth.14929,2020 Aug,2020,10.1111/jth.14929
Published,1930,"Should remdesivir be used for the treatment of patients with COVID-19? Rapid, living practice points from the American College of Physicians (version 2).",TRUE,"Qaseem A, Yost J, Etxeandia-Ikobaltzeta I, Abraham GM, Jokela JA, Forciea MA, Miller MC, Humphrey LL. Should remdesivir be used for the treatment of patients with COVID-19? Rapid, living practice points from the American College of Physicians (version 2). Ann Intern Med. 2021 May;174(5) 673-679.  [20 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/33560862/  PubMed )","[0094f490fb06277603f1f3c9e429633b,]","[American College of Physicians (ACP), ]",https //www.acpjournals.org/doi/10.7326/M20-8101,2021 May,2021,10.7326/M20-8101
Published,1981,Clinical Pharmacogenetics Implementation Consortium guideline (CPIC) for CYP2C9 and nonsteroidal anti-inflammatory drugs.,TRUE,"Theken KN, Lee CR, Gong L, Caudle KE, Formea CM, Gaedigk A, Klein TE, Agúndez JAG, Grosser T. Clinical Pharmacogenetics Implementation Consortium guideline (CPIC) for CYP2C9 and nonsteroidal anti-inflammatory drugs. Clin Pharmacol Ther. 2020 Aug;108(2) 191-200.  [40 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32189324/  PubMed )","[e1dfac05efd7e2bcabe2b0ff26bd6cab,]","[Clinical Pharmacogenetics Implementation Consortium (CPIC), ]",https //ascpt.onlinelibrary.wiley.com/doi/epdf/10.1002/cpt.1830,2020 Aug,2020,10.1002/cpt.1830
Published,1983,American Cancer Society guideline for diet and physical activity for cancer prevention.,FALSE,"Rock CL, Thomson C, Gansler T, Gapstur SM, McCullough ML, Patel AV, Andrews KS, Bandera EV, Spees CK, Robien K, Hartman S, Sullivan K, Grant BL, Hamilton KK, Kushi LH, Caan BJ, Kibbe D, Black JD, Wiedt TL, McMahon C, Sloan K, Doyle C. American Cancer Society guideline for diet and physical activity for cancer prevention. CA Cancer J Clin. 2020 Jul;70(4) 245-271.  [196 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32515498/  PubMed )","[1Kay7YldYswOu8ca4K0AkC,]","[American Cancer Society (ACS), ]",https //acsjournals.onlinelibrary.wiley.com/doi/epdf/10.3322/caac.21591,2020 Jul,2020,10.3322/caac.21591
Published,1997,PARP inhibitors in the management of ovarian cancer.,TRUE,"Tew WP, Lacchetti C, Ellis A, Maxian K, Banerjee S, Bookman M, Brown Jones M, Lee JM, Lheureux S, Liu JF, Moore KN, Muller C, Rodriguez P, Walsh C, Westin SN, Kohn EC. PARP inhibitors in the management of ovarian cancer  ASCO guideline. J Clin Oncol. 2020 Oct 20;38(30) 3468-3493.  [47 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32790492/  PubMed )","[bf17f896c77a487a7a7e9d170ffc169c,]","[American Society of Clinical Oncology (ASCO), ]",https //ascopubs.org/doi/pdf/10.1200/JCO.20.01924,2020 Oct 20,2020,10.1200/JCO.20.01924
Published,1999,Assisted vaginal birth  green-top guideline no. 26.,FALSE,"Murphy DJ, Strachan BK, Bahl R, Royal College of Obstetricians and Gynaecologists. Assisted vaginal birth  green-top guideline no. 26. BJOG. 2020 Aug;127(9) e70-e112.  [149 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32346983/  PubMed )","[f6e82df2ae768c94f5cd33f96efee28a,]","[Royal College of Obstetricians and Gynaecologists (RCOG), ]",https //obgyn.onlinelibrary.wiley.com/doi/10.1111/1471-0528.16092,2020 Aug,2020,10.1111/1471-0528.16092
Published,2042,ACC/AHA/ASE/HRS/ISACHD/SCAI/SCCT/SCMR/SOPE 2020 appropriate use criteria for multimodality imaging during the follow-up care of patients with congenital heart disease.,FALSE,"Sachdeva R, Valente AM, Armstrong AK, Cook SC, Han BK, Lopez L, Lui GK, Pickard SS, Powell AJ, Bhave NM, Baffa JM, Banka P, Cohen SB, Glickstein JS, Kanter JP, Kanter RL, Kim YY, Kipps AK, Latson LA, Lin JP, Parra DA, Rodriguez 3rd FH, Saarel EV, Srivastava S, Stephenson EA, Stout KK, Zaidi AN. ACC/AHA/ASE/HRS/ISACHD/SCAI/SCCT/SCMR/SOPE 2020 appropriate use criteria for multimodality imaging during the follow-up care of patients with congenital heart disease  a report of the American College of Cardiology Solution Set Oversight Committee and Appropriate Use Criteria Task Force, American Heart Association, American Society of Echocardiography, Heart Rhythm Society, International Society for Adult Congenital Heart Disease, Society for Cardiovascular Angiography and Interventions, Society of Cardiovascular Computed Tomography, Society for Cardiovascular Magnetic Resonance, and Society of Pediatric Echocardiography. J Am Coll Cardiol. 2020 Feb 18;75(6) 657-703.  [72 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/31918898/  PubMed )","[61bb5c31fa9a85ac2ecca920ffa77e6d,908dbd84c9311f2f68ba4afd55cbd813,6z7MgyTTCddoIoXlrtc5LE,6934db69752c982ba775987d122bb0d7,JLyIz31enqqayfb9RNPKW,37e1418b1c9204fafc387b69deab7e50,4Y1gbswmvFh9tcAkW069Aj,5nKpznWq5htXvbs3xvmFjI,6kUzrKR1eIxctu38FKt7ef,]","[American Heart Association (AHA), American College of Cardiology (ACC), American Society of Echocardiography (ASE), Heart Rhythm Society (HRS), International Society for Adult Congenital Heart Disease (ISACHD), Society for Cardiovascular Angiography and Interventions (SCAI), Society of Cardiovascular Computed Tomography (SCCT), Society for Cardiovascular Magnetic Resonance (SCMR), Society of Pediatric Echocardiography (SOPE), ]",https //www.jacc.org/doi/pdf/10.1016/j.jacc.2019.10.002,2020 Feb 18,2020,10.1016/j.jacc.2019.10.002
Published,2043,ACC/AATS/AHA/ASE/ASNC/HRS/SCAI/SCCT/SCMR/STS 2019 appropriate use criteria for multimodality imaging in the assessment of cardiac structure and function in nonvalvular heart disease.,FALSE,"Doherty JU, Kort S, Mehran R, Schoenhagen P, Soman P, Dehmer GJ, Bashore TM, Bhave NM, Calnon DA, Carabello B, Conte J, Dickfeld T, Edmundowicz D, Ferrari VA, Hall ME, Ghoshhajra B, Mehrotra P, Naqvi TZ, Reece TB, Starling RC, Szerlip M, Tzou WS, Wong JB. ACC/AATS/AHA/ASE/ASNC/HRS/SCAI/SCCT/SCMR/STS 2019 appropriate use criteria for multimodality imaging in the assessment of cardiac structure and function in nonvalvular heart disease  a report of the American College of Cardiology Appropriate Use Criteria Task Force, American Association for Thoracic Surgery, American Heart Association, American Society of Echocardiography, American Society of Nuclear Cardiology, Heart Rhythm Society, Society for Cardiovascular Angiography and Interventions, Society of Cardiovascular Computed Tomography, Society for Cardiovascular Magnetic Resonance, and the Society of Thoracic Surgeons. J Am Coll Cardiol. 2019 Feb 5;73(4) 488-516.  [45 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/30630640/  PubMed )","[61bb5c31fa9a85ac2ecca920ffa77e6d,908dbd84c9311f2f68ba4afd55cbd813,4GkmIU57qMuOOKAweYCIII,6z7MgyTTCddoIoXlrtc5LE,2x9wihZgCIp8xsTvBFjg7C,6934db69752c982ba775987d122bb0d7,37e1418b1c9204fafc387b69deab7e50,4Y1gbswmvFh9tcAkW069Aj,5nKpznWq5htXvbs3xvmFjI,f57a3b58f615213bec2f584ae67392f7,]","[American Heart Association (AHA), American College of Cardiology (ACC), American Association for Thoracic Surgery (AATS), American Society of Echocardiography (ASE), American Society of Nuclear Cardiology (ASNC), Heart Rhythm Society (HRS), Society for Cardiovascular Angiography and Interventions (SCAI), Society of Cardiovascular Computed Tomography (SCCT), Society for Cardiovascular Magnetic Resonance (SCMR), Society of Thoracic Surgeons (STS), ]",https //www.jacc.org/doi/pdf/10.1016/j.jacc.2018.10.038,2019 Feb 5,2019,10.1016/j.jacc.2018.10.038
Published,2046,"2019 APHRS expert consensus statement on three-dimensional mapping systems for tachycardia developed in collaboration with HRS, EHRA, and LAHRS.",FALSE,"Kim YH, Chen SA, Ernst S, Guzman CE, Han S, Kalarus Z, Labadet C, Lin YJ, Lo LW, Nogami A, Saad EB, Sapp J, Sticherling C, Tilz R, Tung R, Kim YG, Stiles MK. 2019 APHRS expert consensus statement on three-dimensional mapping systems for tachycardia developed in collaboration with HRS, EHRA, and LAHRS. Arrhythm. 2020 Mar 9;36(2) 215-270.  [363 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32256872/  PubMed )","[4CL4ZJEn1Kmbpv29X1kmKa,6934db69752c982ba775987d122bb0d7,6837e75STlKFNKf2fJdaQL,3hKYFTHrAP68gFNRizYRVr,]","[Asia Pacific Heart Rhythm Society (APHRS), Heart Rhythm Society (HRS), European Heart Rhythm Association (EHRA), Latin American Heart Rhythm Society (LAHRS), ]",https //onlinelibrary.wiley.com/doi/epdf/10.1002/joa3.12308,2020 Mar 9,2020,10.1002/joa3.12308
Published,2047,"Nonpharmacologic and pharmacologic management of acute pain from non-low back, musculoskeletal injuries in adults  a clinical guideline from the American College of Physicians and American Academy of Family Physicians.",FALSE,"Qaseem A, McLean RM, O Gurek D, Batur P, Lin K, Kansagara DL. Nonpharmacologic and pharmacologic management of acute pain from non-low back, musculoskeletal injuries in adults  a clinical guideline from the American College of Physicians and American Academy of Family Physicians. Ann Intern Med. 2020 Nov 3;173(9) 739-748.  [14 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32805126/  PubMed )","[0094f490fb06277603f1f3c9e429633b,f2c443de49e8db980cfaf1ed1a6b9a67,]","[American College of Physicians (ACP), American Academy of Family Physicians (AAFP), ]",https //www.acpjournals.org/doi/full/10.7326/M19-3602?rfr_dat=cr_pub++0pubmed&url_ver=Z39.88-2003&rfr_id=ori%3Arid%3Acrossref.org,2020 Nov 3,2020,10.7326/M19-3602
Published,2063,WFH guidelines for the management of hemophilia  comprehensive care of hemophilia.,TRUE,"Santagostino E, Dougall A, Jackson M, Khair K, Mohan R, Chew K, Nedzinskas A, Ozelo MC, van den Berg HM, Pierce GF, Srivastava A. Chapter 2  comprehensive care of hemophilia. In  WFH guidelines for the management of hemophilia, 3rd edition. Haemophilia. 2020 Aug;26 Suppl 6 19-34.  [91 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32744769/  PubMed )","[2kH4Whmb9zz9NeEIf2hfrB,]","[World Federation of Hemophilia (WFH), ]",https //onlinelibrary.wiley.com/doi/10.1111/hae.14046,2020 Aug,2020,10.1111/hae.14046
Published,2064,WFH guidelines for the management of hemophilia  laboratory diagnosis and monitoring.,TRUE,"Kitchen S, de Paula Careta F, de Lima Montalvão SA, Gouider E, Kaczmarek R, Tagny CT, Toulon P, Pierce GF, Srivastava A. Chapter 3  laboratory diagnosis and monitoring. In  WFH guidelines for the management of hemophilia, 3rd edition. Haemophilia. 2020 Aug;26 Suppl 6 35-48.  [134 references ] [PubMed](https //pubmed.ncbi.nlm.nih.gov/32744769/  PubMed )","[2kH4Whmb9zz9NeEIf2hfrB,]","[World Federation of Hemophilia (WFH), ]",https //onlinelibrary.wiley.com/doi/10.1111/hae.14046,2020 Aug,2020,10.1111/hae.14046
